name	vaccine_id	vaccine_proper_name	trade_name
Boostrix	VO_0000015	Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine, Adsorbed	Boostrix
killed vaccine	VO_0000017		
Brucella abortus DNA vaccine pcDNA-SOD	VO_0000018		
pVAX DNA vaccine plasmid	VO_0000019		
Brucella abortus strain RB51 vaccine vector	VO_0000020		
Brucella abortus vaccine RB51	VO_0000021		
Brucella abortus vaccine strain 19	VO_0000022		
pVAX1 DNA vaccine plasmid	VO_0000024		
Brucella vaccine	VO_0000025		
pCMV4 DNA vaccine plasmid	VO_0000026		
pAp031 DNA vaccine plasmid	VO_0000027		
Comvax	VO_0000028		Comvax
Daptacel	VO_0000029	Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed	DAPTACEL
DECAVAC	VO_0000030		DECAVAC
DNA vaccine	VO_0000032		
Diphtheria and Tetanus Toxoids Adsorbed USP by Sanofi Pasteur Inc	VO_0000033		
OBSOLETE - Diphtheria and Tetanus Toxoids Adsorbed by Sanofi Pasteur Ltd	VO_0000034		
Dryvax	VO_0000035		Dryvax
ETEC vaccine ACAM2010	VO_0000036		
adenovirus vaccine	VO_0000037		
vaccine persistence assay	VO_0000038		
pBacPAK9 DNA vaccine plasmid	VO_0000039		
pBC12/CMV DNA vaccine plasmid	VO_0000040		
Escherichia coli vaccine	VO_0000041		
pBHT DNA vaccine plasmid	VO_0000042		
FluLaval	VO_0000043	Influenza Virus Vaccine	FluLaval
FluMist	VO_0000044	Influenza Vaccine Live, Intranasal	FluMist
Fluarix	VO_0000045	Influenza Virus Vaccine	Fluarix
Fluvirin	VO_0000046	Influenza Virus Vaccine	Fluvirin
Fluzone	VO_0000047	Influenza Virus Vaccine	Fluzone
virmugen	VO_0000048		
Gardasil	VO_0000049	Human Papillomavirus Quadrivalent (Types 6, 11, 16, 18) Vaccine, Recombinant	Gardasil
HIV based lentivirus vaccine vector	VO_0000050		
Balb/c mouse	VO_0000051		
Havrix	VO_0000052	Hepatitis A Vaccine, Inactivated	HAVRIX
Neisseria meningitidis vaccine	VO_0000053		
IPOL	VO_0000054	Poliovirus Vaccine Inactivated (Monkey Kidney Cell)	IPOL
vaccine related journal article	VO_0000055		
Imovax Rabies (USA)	VO_0000063	Rabies Vaccine	IMOVAX
Infanrix	VO_0000064	Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed	INFANRIX
Influenza Virus Vaccine H5N1 (Sanofi Pasteur Inc)	VO_0000065		
JE-Vax	VO_0000066	Japanese Encephalitis Virus Vaccine Inactivated	JE-Vax
Kinrix	VO_0000067	Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine	KINRIX
Listeria monocytogenes vaccine vector	VO_0000068		
M-M-R II	VO_0000069	Measles, Mumps, and Rubella Virus Vaccine, Live	M-M-R II
M-M-Vax	VO_0000070		M-M-Vax
Menactra	VO_0000071	Meningococcal (Groups A, C, Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine	Menactra
Menomune A C Y W135	VO_0000072	Meningococcal Polysaccharide Vaccine, Groups A, C, Y, W-135 Combined	Menomune-A/C/Y/W-135
Meruvax II	VO_0000073		Meruvax II
Mumpsvax	VO_0000074		Mumpsvax
pBI/tTA DNA vaccine plasmid	VO_0000075		
pBISIA DNA vaccine plasmid	VO_0000076		
Mycobacterium tuberculosis vaccine	VO_0000077		
Mycobax	VO_0000078		Mycobax
Fluzone High-dose	VO_0000079	Influenza Virus Vaccine	
pBK-SFV DNA vaccine plasmid	VO_0000080		
Influenza A (H1N1) 2009 Monovalent Vaccine (Novartis)	VO_0000081	Influenza A (H1N1) 2009 Monovalent Vaccine	
Pediarix	VO_0000082	Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine Combined	Pediarix
PedvaxHIB	VO_0000083	Haemophilus B Conjugate Vaccine (Meningococcal Protein Conjugate)	Liquid PedvaxHIB
Pentacel	VO_0000084	Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus and Haemophilus b Conjugate (Tetanus Toxoid Conjugate) Vaccine	Pentacel
Plague Vaccine by Greer Laboratories Inc	VO_0000085		
pBudCE4.1 DNA vaccine plasmid	VO_0000086		
Plasmodium falciparum vaccine	VO_0000087		
Pneumovax 23	VO_0000088	Pneumococcal Vaccine, Polyvalent	Pneumovax 23
Poliovax	VO_0000089		Poliovax
Prevnar	VO_0000090	Pneumococcal 7-valent Conjugate Vaccine (Diphtheria CRM197 Protein)	Prevnar
ProQuad	VO_0000091	Measles, Mumps, Rubella and Varicella Virus Vaccine Live	PROQUAD
Fluzone Intradermal Quadrivalent	VO_0000092	Influenza Virus Vaccine	Fluzone Intradermal
mineral salt vaccine adjuvant	VO_0000093		
RabAvert	VO_0000094	Rabies Vaccine	RabAvert
Rabies Vaccine Adsorbed by BioPort Corp	VO_0000095		
Adenovirus Type 4 and Type 7 Vaccine, Live, Oral	VO_0000096	Adenovirus Type 4 and Type 7 Vaccine, Live, Oral	
RotaTeq	VO_0000097	Rotavirus Vaccine, Live, Oral, Pentavalent	RotaTeq
SIV based lentivirus vaccine vector	VO_0000098		
Pcaggs DNA vaccine plasmid	VO_0000099		
vaccine-induced T-helper 1 type immune response	VO_0000100		
vaccine-induced T-helper 2 type immune response	VO_0000101		
TENIVAC	VO_0000102	Tetanus and Diphtheria Toxoids Adsorbed For Adult Use	TENIVAC
TICE BCG	VO_0000103	BCG Live	TICE BCG
TYPHIM VI	VO_0000104	Typhoid Vi Polysaccharide Vaccine	Typhim Vi
T cell epitope in vaccine	VO_0000105		
vaccine-induced T cell mediated immunity	VO_0000106		
T cell vaccine antigen processing and presentation	VO_0000107		
Brucella abortus vaccine	VO_0000108		
Tetanus Toxoid Adsorbed by Aventis Pasteur Inc	VO_0000109		
E. coli O157:H7 intimin vaccine	VO_0000110		
Tetanus and Diphtheria Toxoids Adsorbed by MA Biologic Lab	VO_0000111		
Tripedia	VO_0000112		Tripedia
Twinrix	VO_0000113	Hepatitis A Inactivated & Hepatitis B (Recombinant) Vaccine	Twinrix
pCAGGST7 DNA vaccine plasmid	VO_0000114		
vaccine-induced T cell activation	VO_0000115		
pCBINT DNA vaccine plasmid	VO_0000116		
pCdm7 DNA vaccine plasmid	VO_0000117		
microbial derivative vaccine adjuvant	VO_0000118		
Varivax	VO_0000119	Varivax	
Vivotif (USA)	VO_0000120	Typhoid Vaccine Live Oral Ty21a	Vivotif
YF-Vax	VO_0000121	Yellow Fever Vaccine	YF-Vax
Yellow fever 17D vaccine vector	VO_0000122		
Yellow fever virus vaccine	VO_0000123		
Zostavax	VO_0000124	Zoster Vaccine, Live	Zostavax
licensed turkey vaccine	VO_0000125		
live attenuated vaccine organism	VO_0000126		
aluminum hydroxide vaccine adjuvant	VO_0000127		
aluminum phosphate vaccine adjuvant	VO_0000128		
vaccination frequency	VO_0000129		
pcDNA I/Amp DNA vaccine plasmid	VO_0000130		
calcium phosphate vaccine adjuvant	VO_0000131		
pcDNA3 DNA vaccine plasmid	VO_0000132		
Freunds emulsified oil adjuvant	VO_0000133		
vaccine-induced T cell proliferation	VO_0000134		
vaccine-induced adaptive immune response	VO_0000135		
adenovirus vaccine vector	VO_0000136		
combination vaccine role	VO_0000137		
complete Freunds adjuvant	VO_0000139		
agglutinating antibody role	VO_0000140		
virulence factor	VO_0000141		
incomplete Freunds adjuvant	VO_0000142		
cholera toxin	VO_0000143		
alphavirus vaccine vector	VO_0000144		
recombinant vaccine vector role	VO_0000145		
Corynebacterium-derived P40 vaccine adjuvant	VO_0000146		
vaccine adjuvant role	VO_0000147		
antibody role	VO_0000148		
antibody titer	VO_0000150		
immunized	VO_0000151		
Francisella tularensis vaccine	VO_0000152		
preparation of toxoid vaccine	VO_0000153		
sodC from B. abortus strain 2308	VO_0000154		
bacterial gene - Obsolete	VO_0000155		
viral gene	VO_0000156		
HIV gene	VO_0000157		
pcDNA3.1 DNA vaccine plasmid	VO_0000158		
preparation of live attenuated vaccine by serial passages in vitro	VO_0000159		
Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)	VO_0000160	Influenza A (H1N1) 2009 Monovalent Vaccine	
Escherichia coli gene	VO_0000161		
vaccine organism avirulent	VO_0000162		
vaccine-induced gene up-regulation controlling intracellular bacterial replication	VO_0000163		
Mycobacterium tuberculosis gene	VO_0000164		
bacterial vaccine	VO_0000165		
bacterial vaccine vector	VO_0000166		
pcDNA3.1V5HisTOPO/TA DNA vaccine plasmid	VO_0000167		
Salmonella gene	VO_0000168		
Shigella gene	VO_0000169		
protozoan gene	VO_0000170		
Plasmodium gene	VO_0000171		
Plasmodium falciparum gene	VO_0000172		
vaccine organism live attenuated	VO_0000173		
Leishmania gene	VO_0000174		
pCEP4 DNA vaccine plasmid	VO_0000175		
vaccine-induced T cell differentiation	VO_0000176		
cancer vaccine	VO_0000177		
inactivated vaccine preparation	VO_0000178		
vaccine component	VO_0000179		
vaccine-induced cell activation	VO_0000180		
lipopolysaccharide vaccine adjuvant	VO_0000181		
vaccine-induced antibacterial agglutination antibody response	VO_0000182		
Japanese encephalitis virus gene	VO_0000183		
Ebola virus gene	VO_0000184		
Influenza virus gene	VO_0000185		
RNA vaccine	VO_0000186		
muramyl dipeptide	VO_0000187		
Dengue virus gene	VO_0000188		
colony forming unit	VO_0000189		
squalene	VO_0000190		
arlacel A	VO_0000191		
Montanide 103	VO_0000192		
Bordetella pertussis component vaccine adjuvant	VO_0000193		
USA licensed human vaccine role	VO_0000194		
conjugate vaccine	VO_0000195		
preparation of recombinant vector vaccine	VO_0000196		
West Nile virus gene	VO_0000197		
chickenpox virus gene	VO_0000198		
Rubella virus gene	VO_0000199		
influenza A virus A/California/7/2009 (H1N1) antigen	VO_0000200		
Porcilis-PCV2	VO_0000201		
Hepatitis A virus gene	VO_0000202		
Suvaxyn PCV2	VO_0000203		
licensed pig vaccine	VO_0000206		
vaccine contraindication	VO_0000207		
vaccine in research role	VO_0000208		
pHIS64 DNA vaccine plasmid	VO_0000209		
hemagglutination-inhibition assay	VO_0000210		
vaccine organism inactivated	VO_0000211		
pCI DNA vaccine plasmid	VO_0000212		
hypersensitivity to chicken product	VO_0000213		
pCI-neo DNA vaccine plasmid	VO_0000214		
pCMV DNA vaccine plasmid	VO_0000215		
pCMV-1 DNA vaccine plasmid	VO_0000216		
pCMV4 DNA vaccine plasmid	VO_0000217		
hypersensitivity to chicken egg	VO_0000218		
vaccine solvent	VO_0000219		
pCMVI.UBF3/2 DNA vaccine plasmid	VO_0000220		
pCMV-3FUB DNA vaccine plasmid	VO_0000221		
pCMV-int DNA vaccine plasmid	VO_0000222		
pCMV-LacZ DNA vaccine plasmid	VO_0000223		
hypersensitivity to antibiotic	VO_0000224		
hypersensitivity to neomycin	VO_0000225		
hypersensitivity to polymyxin	VO_0000226		
reaction to previous vaccination	VO_0000227		
vaccine powder	VO_0000228		
bacterial vaccine preparation	VO_0000229		
pCMV-LIC DNA vaccine plasmid	VO_0000230		
pCMVLuc DNA vaccine plasmid	VO_0000231		
pCR3 DNA vaccine plasmid	VO_0000232		
life-threatening reaction to previous vaccination	VO_0000233		
pCR3.1 DNA vaccine plasmid	VO_0000234		
life-threatening reaction to previous influenza vaccination	VO_0000235		
pCR4-TOPO DNA vaccine plasmid	VO_0000236		
hypersensitivity to gentamicin	VO_0000237		
dominant epitope in vaccine	VO_0000238		
vaccine-induced down-regulated gene expression	VO_0000239		
hypersensitity to gelatin	VO_0000240		
preparation of vaccine using heat inactivation	VO_0000241		
CFU reduction assay	VO_0000242		
assay of CFU reduction in spleen	VO_0000243		
hypersensitity to arginine	VO_0000244		
edibility	VO_0000245		
edible	VO_0000246		
vaccine efficacy	VO_0000247		
history of asthma	VO_0000248		
vaccine-induced antiviral neutralizing antibody response	VO_0000249		
pcREV DNA vaccine plasmid	VO_0000250		
pgp.LAMP-1 DNA vaccine plasmid	VO_0000251		
pDRVISV1.0 DNA vaccine plasmid	VO_0000252		
pECK DNA vaccine plasmid	VO_0000253		
pES DNA vaccine plasmid	VO_0000254		
usage of bronchodilator	VO_0000255		
pET21a DNA vaccine plasmid	VO_0000256		
pET-28a DNA vaccine plasmid	VO_0000257		
pGA DNA vaccine plasmid	VO_0000258		
pGEX-3X DNA vaccine plasmid	VO_0000259		
vaccine-induced follicular dendritic cell activation	VO_0000260		
usage of steroid	VO_0000261		
pIRES DNA vaccine plasmid	VO_0000262		
sodB(Ft)	VO_0000263		
fungal disease	VO_0000266		
fungal vaccine	VO_0000267		
F. tularensis vaccine LVS	VO_0000271		
pIRES2 DsRed2 DNA vaccine plasmid	VO_0000272		
vaccine-induced T cell interferon-gamma production	VO_0000273		
pING DNA vaccine plasmid	VO_0000274		
pJW24 DNA vaccine plasmid	VO_0000275		
pJW4303 DNA vaccine plasmid	VO_0000276		
pK0 DNA vaccine plasmid	VO_0000277		
vaccine function	VO_0000278		
pK3 DNA vaccine plasmid	VO_0000279		
pMV60 DNA vaccine plasmid	VO_0000280		
pMAMneoBlue DNA vaccine plasmid	VO_0000282		
herpesvirus vaccine vector	VO_0000283		
pMASIA DNA vaccine plasmid	VO_0000284		
pND DNA vaccine plasmid	VO_0000285		
vaccine-induced host gene response	VO_0000286		
vaccine-induced host immune response	VO_0000287		
host response to vaccine adjuvant	VO_0000289		
host response to vaccine component	VO_0000290		
host response to vaccine antigen	VO_0000291		
host response to vaccine vaccine vector	VO_0000292		
pND2 DNA vaccine plasmid	VO_0000293		
pNGVL DNA vaccine plasmid	VO_0000294		
human immunodeficiency virus vaccine	VO_0000295		
pNL3-gal DNA vaccine plasmid	VO_0000297		
pN4a-gal DNA vaccine plasmid	VO_0000298		
company	VO_0000299		
B. melitensis strain VTRM1	VO_0000300		
pRc/CMV DNA vaccine plasmid	VO_0000301		
pRc/CMV2 DNA vaccine plasmid	VO_0000302		
Brucella suis strain VTRS1	VO_0000303		
pRK DNA vaccine plasmid	VO_0000304		
pRSV DNA vaccine plasmid	VO_0000305		
pRSV0 DNA vaccine plasmid	VO_0000306		
KKF24	VO_0000307		
F. tularensis vaccine LVS LPS	VO_0000308		
vaccine-induced antibody mediated immune response	VO_0000309		
vaccine emulsifier	VO_0000310		
B. melitensis lipopolysaccharide vaccine	VO_0000311		
B. melitensis LPS-GBOMP noncovalent complex vaccine	VO_0000312		
pSC65 DNA vaccine plasmid	VO_0000313		
pSG2 DNA vaccine plasmid	VO_0000314		
inactivated vaccine	VO_0000315		
pSG5 DNA vaccine plasmid	VO_0000316		
Psin DNA vaccine plasmid	VO_0000317		
pTARGET DNA vaccine plasmid	VO_0000318		
pTH DNA vaccine plasmid	VO_0000319		
pTHamp DNA vaccine plasmid	VO_0000320		
Brucella abortus DNA vaccine encoding BCSP31, SOD and L7/L12	VO_0000321		
pTR600 DNA vaccine plasmid	VO_0000322		
Brucella abortus conjugate vaccine using L7/L12	VO_0000323		
pTVG4 DNA vaccine plasmid	VO_0000324		
B. melitensis DNA vaccine encoding Omp31	VO_0000325		
pUC18 DNA vaccine plasmid	VO_0000326		
pUC19 DNA vaccine plasmid	VO_0000327		
pV1J DNA vaccine plasmid	VO_0000328		
Mycoplasma hyopneumoniae vaccine	VO_0000329		
inedible	VO_0000330		
pVCL(pCXN2-mVIN) DNA vaccine plasmid	VO_0000331		
tertiary vaccination	VO_0000332		
Protozoa	VO_0000333		
pVR1012 DNA vaccine plasmid	VO_0000334		
vaccine injection site	VO_0000335		
pVR1012x/s DNA vaccine plasmid	VO_0000336		
pWRG1644 DNA vaccine plasmid	VO_0000337		
F. tularensis vaccine FSC043	VO_0000339		
intramuscular route	VO_0000340		
intranasal route	VO_0000341		
intranasal route by drop	VO_0000342		
intranasal route by spray	VO_0000343		
intraperitoneal route	VO_0000344		
B. melitensis WR201	VO_0000345		
pWRG7077 DNA vaccine plasmid	VO_0000346		
Brucella abortus bacA mutant	VO_0000347		
Influenza A (H1N1) 2009 Monovalent Vaccine (CSL Limited)	VO_0000348	Influenza A (H1N1) 2009 Monovalent Vaccine	
Influenza A (H1N1) 2009 Monovalent Vaccine ( MedImmune LLC)	VO_0000349	Influenza A (H1N1) 2009 Monovalent Vaccine	
Arepanrix	VO_0000350		
Adjumer	VO_0000351		
Megan Egg	VO_0000352		
pWRM DNA vaccine plasmid	VO_0000353		
B. ovis microparticle subunit vaccine	VO_0000354		
pzz DNA vaccine plasmid	VO_0000355		
pME18100 DNA vaccine plasmid	VO_0000356		
pVIVO2 DNA vaccine plasmid	VO_0000357		
Brucella recombinant SurA protein vaccine	VO_0000358		
lentivirus vaccine vector	VO_0000359		
pcDNA1.1/Amp DNA vaccine plasmid	VO_0000360		
vaccine-induced leukocyte activation	VO_0000361		
USA licensed human vaccine	VO_0000362		
licensed vaccine	VO_0000363		
pRK7 DNA vaccine plasmid	VO_0000364		
lipopolysaccharide of pathogen organism as vaccine component	VO_0000365		
liposome-based vaccine adjuvant	VO_0000366		
live attenuated vaccine	VO_0000367		
live vaccine organism	VO_0000368		
live virulent vaccine	VO_0000370		
quaternary vaccination	VO_0000371		
profertility vaccine	VO_0000372		
Brucella recombinant DnaK protein vaccine	VO_0000373		
divalent DNA B. abortus vaccine using L7/L12 and Omp16	VO_0000374		
preparation of gene mutant vaccine	VO_0000375		
subtenon route	VO_0000376		
sublingual route	VO_0000377		
intravaginal route	VO_0000378		
intravaginal vaccination	VO_0000379		
subtenon vaccination	VO_0000380		
sublingual vaccination	VO_0000381		
pharyngeal mucosal vaccination	VO_0000382		
vaccine-induced, adjuvant boosted T cell interferon-gramm production	VO_0000383		
IL-15 plasmid vaccine adjuvant	VO_0000384		
Brucella abortus DNA vaccine encoding L7/L12 and P39	VO_0000385		
attenuated Brucella abortus with deletion of znuA	VO_0000386		
mucosal immune response to vaccine	VO_0000387		
E. coli LT toxin derived vaccine adjuvant	VO_0000388		
Feline panleukopenia virus vaccine	VO_0000389		
birds vaccine	VO_0000390		
Leptospira spp. vaccine	VO_0000391		
Campylobacter fetus vaccine	VO_0000392		
Pseudomonas aeruginosa vaccine	VO_0000393		
Bordetella bronchiseptica vaccine	VO_0000394		
inactivated vaccine organism	VO_0000395		
licensed rabbit vaccine	VO_0000396		
neutralizing antibody role	VO_0000397		
microencapsulated B. melitensis mutant vaccine	VO_0000398		
vaccine-induced T cell interferon-gramm production boosted by IL-15 vaccine adjuvant	VO_0000399		
prime-boost vaccine	VO_0000400		
prime-boost vaccine with DNA vaccine priming	VO_0000401		
AIDSVAX	VO_0000402		
porin-S-LPS from B. abortus strain 2308	VO_0000403		
Brucella abortus RB51WboA	VO_0000404		
AIDSVAX B/B	VO_0000405		
AIDSVAX B/E	VO_0000406		
recombinant O. anthropi 49237SOD	VO_0000407		
organ or tissue specific immune response to vaccine	VO_0000408		
licensed horse vaccine	VO_0000409		
Pandemrix	VO_0000410		
B. melitensis Bp26 and Tf protein vaccine	VO_0000411		
B. melitensis P39 recombinant protein vaccine	VO_0000412		
recombinant chimera BLSOmp31	VO_0000413		
Panvax	VO_0000414		
vaccine additive role	VO_0000415		
intravenous route	VO_0000416		
protozoan vaccine	VO_0000417		
Menactra injection 0.5mL vial	VO_0000418		Menactra
Varicella-zoster virus live vaccine	VO_0000419		
pathogen organism component in vaccine	VO_0000420		
Brucella abortus pcDNA-BLS	VO_0000421		
melanoma vaccine	VO_0000422		
escheriosome-mediated delivery of B. abortus L7/L12	VO_0000423		
polyvalent pneumococcal vaccine	VO_0000424		
Staphylococcus toxoid vaccine	VO_0000425		
period of persistence of vaccine induced immune response	VO_0000426		
phase 1 vaccine trial	VO_0000427		
phase 2 vaccine trial	VO_0000428		
phase 3 vaccine trial	VO_0000429		
phase 4 vaccine trial	VO_0000430		
rLm/iglC	VO_0000431		
nontypeable H. influenzae Hap Protein Vaccine	VO_0000432		
vaccinia virus vaccine	VO_0000433		
Mixed Bacterial Vaccine	VO_0000434		
DNA vaccine plasmid vector	VO_0000435		
B. melitensis DNA vaccine encoding Omp31 boosted with Omp31	VO_0000436		
Moraxella bovis vaccine	VO_0000437		
Moraxella bovis bacterin vaccine	VO_0000438		
USDA licensed veterinary vaccine role	VO_0000439		
vaccine approval process	VO_0000440		
vaccine candidate role	VO_0000441		
CFU measurement assay	VO_0000442		
vaccine effectiveness rate	VO_0000443		
vaccine licensing	VO_0000444		
licensed chicken vaccine	VO_0000446		
poxvirus vaccine vector	VO_0000447		
Salmonella paratyphi vaccine	VO_0000448		
Moraxella Bovis Bacterin Piliguard Pinkeye-1 Trivalent	VO_0000449		
NPAP Brucella vaccine	VO_0000450		
Parainfluenza 3 virus vaccine	VO_0000451		
preventive vaccine function	VO_0000452		
prime boost regimen	VO_0000453		
APEC vaccine using GST-Iss fusion protein	VO_0000454		
prophylactic vaccine	VO_0000455		
protection efficacy	VO_0000456		
protective antigen role	VO_0000457		
E. coli LB-T vaccine	VO_0000458		
E. coli O157:H7 subunit vaccine expressing Esps and Tir	VO_0000459		
equine influenza vaccine	VO_0000460		
avian influenza vaccine	VO_0000461		
Coxiella burnetii vaccine	VO_0000463		
protein of pathogen organism as vaccine component	VO_0000464		
Staphylococcus aureus bacterin vaccine	VO_0000465		
soybean-expressed E. coli LTB vaccine	VO_0000466		
Staphylococcus aureus phage lysate vaccine	VO_0000467		
Mycoplasma gallisepticum bacterin vaccine	VO_0000468		
autogenous bacterin vaccine	VO_0000469		
autogenous poulty bacterin vaccine	VO_0000470		
nontypeable H. influenzae vaccine	VO_0000471		
nontypeable Haemophilus influenzae	VO_0000472		
non-typeable H. influenzae rLP4/rLP6 and Moraxella catarrhalis UspA2 protein vaccine	VO_0000473		
killed nontypeable H. influenzae whole-cell vaccine	VO_0000474		
animal Rabies vaccine	VO_0000475		
human Rabies vaccine	VO_0000477		
E. coli vaccine using intimin polypeptide	VO_0000478		
nontypeable H. influenzae cell membrane vaccine (CM-Hi)	VO_0000479		
nontypeable H. influenzae LOS-TT conjugate vaccine	VO_0000480		
E. coli subunit vaccine using IroN	VO_0000481		
preparation of recombinant protein vaccine	VO_0000482		
protein subunit vaccine	VO_0000483		
recombinant vector vaccine	VO_0000484		
E. coli subunit vaccine using CO393	VO_0000485		
